thisRow.t,notes,trial.started,balloon.started,pump.started,bank.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0030354999762494117,0.008841999981086701,0.008841999981086701,0.008841999981086701,0.0028340000135358423,6.070518199994694,0.17667611452004403,-15.812512249543941,1,0,0,pump,664763,,2024-02-12_19h01.01.924,bart,2023.2.2,59.91392765177866,2024-02-12 19h01.08.524061 +0000,
