trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,pump.started,bank.started,debug.started,choice.stopped,nPumps_done,nPumps_wouldPop,xSize,ySize,popped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.031339700042735785,,0.0037613000022247434,0.031339700042735785,0.031339700042735785,0.031339700042735785,0.031339700042735785,6.5831712000072,2.0,1,0.115,0.23,True,l,6.555311600037385,None,232247,,2024-02-13_16h30.41.032,bart,2023.2.2,59.99689216525945,2024-02-13 16h30.59.385346 +0000,
1,0,1,0,6.598207700008061,,6.584185900050215,6.598207700008061,6.598207700008061,6.598207700008061,6.598207700008061,7.26605150004616,2.0,1,0.115,0.23,True,l,0.6738515999750234,None,232247,,2024-02-13_16h30.41.032,bart,2023.2.2,59.99689216525945,2024-02-13 16h30.59.385346 +0000,
2,0,2,0,7.280912500049453,,7.267015499994159,7.280912500049453,7.280912500049453,7.280912500049453,7.280912500049453,9.413952600036282,9.0,8,0.22,0.44,True,l,2.1429684999748133,None,232247,,2024-02-13_16h30.41.032,bart,2023.2.2,59.99689216525945,2024-02-13 16h30.59.385346 +0000,
3,0,3,0,9.429174499993678,,9.41474920004839,9.429174499993678,9.429174499993678,9.429174499993678,9.429174499993678,11.245742500002962,11.0,10,0.25,0.5,True,l,1.8280478999949992,None,232247,,2024-02-13_16h30.41.032,bart,2023.2.2,59.99689216525945,2024-02-13 16h30.59.385346 +0000,
4,0,4,0,11.260770499997307,,11.24646059999941,11.260770499997307,11.260770499997307,11.260770499997307,11.260770499997307,12.527881200017873,8.0,7,0.20500000000000002,0.41000000000000003,True,l,1.2666499000042677,None,232247,,2024-02-13_16h30.41.032,bart,2023.2.2,59.99689216525945,2024-02-13 16h30.59.385346 +0000,
5,0,5,0,12.543282800004818,,12.52866280003218,12.543282800004818,12.543282800004818,12.543282800004818,12.543282800004818,14.42627120000543,11.0,10,0.25,0.5,True,l,1.8811942000174895,None,232247,,2024-02-13_16h30.41.032,bart,2023.2.2,59.99689216525945,2024-02-13 16h30.59.385346 +0000,
6,0,6,0,14.441849399998318,,14.4270604000194,14.441849399998318,14.441849399998318,14.441849399998318,14.441849399998318,17.107764600019436,10.0,9,0.23500000000000001,0.47000000000000003,True,l,2.679131100012455,None,232247,,2024-02-13_16h30.41.032,bart,2023.2.2,59.99689216525945,2024-02-13 16h30.59.385346 +0000,
7,0,7,0,17.122839700023178,,17.10854660003679,17.122839700023178,17.122839700023178,17.122839700023178,17.122839700023178,17.823849000036716,4.0,3,0.14500000000000002,0.29000000000000004,True,l,0.7098352000466548,None,232247,,2024-02-13_16h30.41.032,bart,2023.2.2,59.99689216525945,2024-02-13 16h30.59.385346 +0000,
8,0,8,0,17.839096200012136,,17.824623099993914,17.839096200012136,17.839096200012136,17.839096200012136,17.839096200012136,18.806187200010754,6.0,5,0.175,0.35,True,l,0.9689509000163525,None,232247,,2024-02-13_16h30.41.032,bart,2023.2.2,59.99689216525945,2024-02-13 16h30.59.385346 +0000,
9,0,9,0,18.821492800023407,,18.806968500022776,18.821492800023407,18.821492800023407,18.821492800023407,18.821492800023407,20.121873199997935,8.0,7,0.20500000000000002,0.41000000000000003,True,l,1.306357300025411,None,232247,,2024-02-13_16h30.41.032,bart,2023.2.2,59.99689216525945,2024-02-13 16h30.59.385346 +0000,
