thisRow.t,notes,trial.started,balloon.started,pump.started,bank.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0033533000096213073,0.010254000022541732,0.010254000022541732,0.010254000022541732,0.0030576999997720122,6.254403500002809,25.824158739013104,-14.752455562423677,1,0,0,pump,153526,,2024-02-12_19h08.52.209,bart,2023.2.2,59.88095665794718,2024-02-12 19h08.58.398554 +0000,
