thisRow.t,notes,trial.started,polygon.started,pump.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.002946299995528534,0.0088050999911502,0.0088050999911502,0.0027253000007476658,1.8013575999939349,[-4.534686939347797],[-12.867910340876541],[1],[0],[0],[1.7978380999993533],['pump'],924652,,2024-02-12_18h55.50.361,bart,2023.2.2,59.90972802142135,2024-02-12 18h55.57.401524 +0000,
