trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,bank.started,pump.started,earning.started,earningpreviousBalloon.started,debugText.started,choice.stopped,nPumps_wouldPop,nPumps_done,popped,earnings_thisBalloon,bankedPumps,earnings,xSize,ySize,key_resp.keys,key_resp.rt,key_resp.duration,ending.started,feedbackFinal.started,key_resp_2.started,ending.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.03825749999668915,,0.003628899998147972,0.03825749999668915,0.03825749999668915,0.03825749999668915,0.03825749999668915,0.03825749999668915,0.03825749999668915,8.437080299991067,5,5,False,0.25,5,0.25,0.175,0.35,"['l', 'l', 'l', 'l', 'l', 'a']","[4.471921799995471, 5.568186599994078, 5.928280199994333, 6.409474599990062, 6.825388599987491, 8.400916300000972]","[None, None, None, None, None, None]",,,,,,,,421667,,2024-02-15_19h18.46.783,bart,2023.2.2,60.13829402031469,2024-02-15 19h18.54.626834 +0000,
1,0,1,0,8.456599600001937,,8.438369700001203,8.456599600001937,8.456599600001937,8.456599600001937,8.456599600001937,8.456599600001937,8.456599600001937,15.714413399997284,4,5,True,0,5,0.25,0.16,0.32,"['l', 'l', 'l', 'l', 'l']","[4.932505800010404, 6.477253200006089, 6.74161450000247, 6.988497199999983, 7.260267100005876]","[None, None, None, None, None]",,,,,,,,421667,,2024-02-15_19h18.46.783,bart,2023.2.2,60.13829402031469,2024-02-15 19h18.54.626834 +0000,
2,0,2,0,15.729953000001842,,15.715366299991729,15.729953000001842,15.729953000001842,15.729953000001842,15.729953000001842,15.729953000001842,15.729953000001842,31.385260199996992,1,2,True,0,5,0.25,0.115,0.23,"['l', 'l']","[8.804339399997843, 15.660912100007408]","[None, None]",,,,,,,,421667,,2024-02-15_19h18.46.783,bart,2023.2.2,60.13829402031469,2024-02-15 19h18.54.626834 +0000,
3,0,3,0,31.402930900003412,,31.38657429999148,31.402930900003412,31.402930900003412,31.402930900003412,31.402930900003412,31.402930900003412,31.402930900003412,36.64833369999542,3,2,False,0.1,7,0.35,0.13,0.26,"['l', 'l', 'a']","[2.0281474999937927, 2.5975482999929227, 5.252349399990635]","[None, None, None]",,,,,,,,421667,,2024-02-15_19h18.46.783,bart,2023.2.2,60.13829402031469,2024-02-15 19h18.54.626834 +0000,
4,0,4,0,36.666986199998064,,36.64925129999756,36.666986199998064,36.666986199998064,36.666986199998064,36.666986199998064,36.666986199998064,36.666986199998064,42.260838400005014,2,1,False,0.05,8,0.4,0.115,0.23,"['l', 'a']","[1.79381290001038, 5.595294200000353]","[None, None]",,,,,,,,421667,,2024-02-15_19h18.46.783,bart,2023.2.2,60.13829402031469,2024-02-15 19h18.54.626834 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,42.262592200000654,42.28308439999819,42.28308439999819,44.489754399997764,space,2.193838199993479,None,421667,,2024-02-15_19h18.46.783,bart,2023.2.2,60.13829402031469,2024-02-15 19h18.54.626834 +0000,
