trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,bank.started,pump.started,earning.started,earningpreviousBalloon.started,choice.stopped,nPumps_wouldPop,nPumps_done,popped,earnings_thisBalloon,bankedPumps,earnings,xSize,ySize,key_resp.keys,key_resp.rt,key_resp.duration,boomSlide.started,text.started,soundEffect.started,text.stopped,soundEffect.stopped,boomSlide.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.02787960000023304,,0.003944300000512158,0.02787960000023304,0.02787960000023304,0.02787960000023304,0.02787960000023304,0.02787960000023304,6.751230599998962,22,23,True,0,0,0.0,0.615625,1.23125,"['l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l']","[0.7417411000005814, 1.0207186000006914, 1.204710800000612, 1.373691400000098, 1.525571399999535, 1.6929527000011149, 1.8602571000010357, 2.029263300000821, 2.3643757999998343, 2.540891599999668, 2.717920500001128, 2.9013056000003417, 3.0688050000007934, 3.4369536000012886, 3.797043100001247, 4.13318690000051, 4.4931728999999905, 4.884946899999704, 5.29255540000122, 5.63700290000088, 6.045379900000626, 6.412566099999822, 6.725728400000662]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",6.75403709999955,6.766100799999549,0.0010318999993614852,8.040950799999337,1.0110545999996248,7.955164299999524,676435,,2024-04-01_16h57.28.659,bart,2023.2.2,60.135256218220725,2024-04-01 16h57.35.292704 +0100,
,,,,8.040950799999337,,7.955512499998804,8.040950799999337,8.040950799999337,8.040950799999337,8.040950799999337,8.040950799999337,,,,,,,,,,,,,,,,,,,,,,,,,,
