thisRow.t,notes,trial.started,polygon.started,pump.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0031725000008009374,0.008476500021060929,0.008476500021060929,0.002911499992478639,,,,,,,,
