thisRow.t,notes,trial.started,balloon.started,pump.started,bank.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.003086299984715879,0.00894879997940734,0.00894879997940734,0.00894879997940734,0.002830500015988946,8.218387400003849,25.64748262449306,-14.163535180690197,1,0,0,pump,954614,,2024-02-12_19h06.27.794,bart,2023.2.2,59.86629462050617,2024-02-12 19h06.34.028885 +0000,
