trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,pump.started,bank.started,choice.stopped,nPumps,popped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.01056970001081936,,0.003855999995721504,0.01056970001081936,0.01056970001081936,0.01056970001081936,1.0547326999949291,1,False,l,1.0395450000069104,None,738964,,2024-02-12_20h16.31.927,bart,2023.2.2,59.740511108256946,2024-02-12 20h16.38.211980 +0000,
1,0,1,0,1.068428500002483,,1.0555264999857172,1.068428500002483,1.068428500002483,1.068428500002483,2.505885099992156,2,False,l,1.4444936999934725,None,738964,,2024-02-12_20h16.31.927,bart,2023.2.2,59.740511108256946,2024-02-12 20h16.38.211980 +0000,
2,0,2,0,2.5217153999838047,,2.506430100009311,2.5217153999838047,2.5217153999838047,2.5217153999838047,2.890125200006878,3,False,l,0.3775323999871034,None,738964,,2024-02-12_20h16.31.927,bart,2023.2.2,59.740511108256946,2024-02-12 20h16.38.211980 +0000,
3,0,3,0,2.905767399992328,,2.8906812999921385,2.905767399992328,2.905767399992328,2.905767399992328,3.307376499986276,3,False,a,0.40063600000576116,None,738964,,2024-02-12_20h16.31.927,bart,2023.2.2,59.740511108256946,2024-02-12 20h16.38.211980 +0000,
4,0,4,0,3.323240600002464,,3.3079232999880332,3.323240600002464,3.323240600002464,3.323240600002464,3.7421937999897636,4,False,l,0.4314455999992788,None,738964,,2024-02-12_20h16.31.927,bart,2023.2.2,59.740511108256946,2024-02-12 20h16.38.211980 +0000,
