thisRow.t,notes,trial.started,polygon.started,pump.started,mouse.started,pump.stopped,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.003224600019166246,0.00818600002094172,0.00818600002094172,0.0029971000039950013,1.0078862000082154,0.9910695000144187,,,,,,,,
