trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,pump.started,bank.started,debug.started,choice.stopped,nPumps_wouldPop,nPumps_done,popped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.016730999981518835,,0.0036711999564431608,0.016730999981518835,0.016730999981518835,0.016730999981518835,0.016730999981518835,4.003660399990622,2,3,True,,,,,,,,
