thisRow.t,notes,trial.started,balloon.started,pump.started,bank.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0030438000103458762,0.009314199996879324,0.009314199996879324,0.009314199996879324,0.0028288000030443072,13.042956799996318,24.91133214732621,-14.163535180690197,1,0,0,pump,997747,,2024-02-12_19h07.58.394,bart,2023.2.2,59.86815834836558,2024-02-12 19h08.04.542414 +0000,
