trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,pump.started,bank.started,debug.started,choice.stopped,nPumps_wouldPop,nPumps_done,popped,bankedPumps,earnings,xSize,ySize,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.017618299985770136,,0.0037767000030726194,0.017618299985770136,0.017618299985770136,0.017618299985770136,0.017618299985770136,6.477794700011145,3,3,False,3,0.0,0.14500000000000002,0.29000000000000004,"['l', 'l', 'l', 'a']","[3.2020369000383653, 3.5700911000021733, 3.9866633000201546, 6.466155800037086]","[None, None, None, None]",594253,,2024-02-13_17h29.34.112,bart,2023.2.2,59.99743211829064,2024-02-13 17h29.41.033301 +0000,
1,0,1,0,6.492797799990512,,6.479071000008844,6.492797799990512,6.492797799990512,6.492797799990512,6.492797799990512,8.94235149997985,4,4,False,7,0.15,0.16,0.32,"['l', 'l', 'l', 'l', 'a']","[1.3054773000185378, 1.4973436000291258, 1.6732940000365488, 1.992476399987936, 2.4566309000365436]","[None, None, None, 0.040055899997241795, None]",594253,,2024-02-13_17h29.34.112,bart,2023.2.2,59.99743211829064,2024-02-13 17h29.41.033301 +0000,
2,0,2,0,8.957223600009456,,8.943190000019968,8.957223600009456,8.957223600009456,8.957223600009456,8.957223600009456,11.2902766999905,5,5,False,12,0.35,0.175,0.35,"['l', 'l', 'l', 'l', 'l', 'a']","[1.0341698999982327, 1.2031652000150643, 1.3705069000134245, 1.5624719000188634, 1.8744792999932542, 2.339511699974537]","[None, None, None, None, None, None]",594253,,2024-02-13_17h29.34.112,bart,2023.2.2,59.99743211829064,2024-02-13 17h29.41.033301 +0000,
3,0,3,0,11.305472699983511,,11.291029400017578,11.305472699983511,11.305472699983511,11.305472699983511,11.305472699983511,12.389440900005866,1,1,False,13,0.6,0.115,0.23,"['l', 'a']","[0.7821736999903806, 1.0861939000315033]","[None, None]",594253,,2024-02-13_17h29.34.112,bart,2023.2.2,59.99743211829064,2024-02-13 17h29.41.033301 +0000,
4,0,4,0,12.404807000013534,,12.390287999995053,12.404807000013534,12.404807000013534,12.404807000013534,12.404807000013534,14.104794899991248,2,2,False,15,0.65,0.13,0.26,"['l', 'l', 'a']","[0.9480186000000685, 1.3242894999566488, 1.7083212999859825]","[None, None, None]",594253,,2024-02-13_17h29.34.112,bart,2023.2.2,59.99743211829064,2024-02-13 17h29.41.033301 +0000,
