trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,pump.started,bank.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.01151790001313202,,0.003777800011448562,0.01151790001313202,0.01151790001313202,0.01151790001313202,,,,,,,,
