trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,pump.started,bank.started,debug.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.019134599991957657,,0.0037290999898687005,0.019134599991957657,0.019134599991957657,0.019134599991957657,0.019134599991957657,,,,,,,,
