thisRow.t,notes,trial.started,balloon.started,pump.started,bank.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0030209999822545797,0.010284699994372204,0.010284699994372204,0.010284699994372204,0.0028114999877288938,6.933579499978805,3.5335222904008807,-9.18715795504229,1,0,0,pump,426432,,2024-02-12_19h00.06.828,bart,2023.2.2,59.86342756783192,2024-02-12 19h00.13.678609 +0000,
