trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,bank.started,pump.started,earning.started,earningLastBalloon.started,debugText.started,choice.stopped,nPumps_wouldPop,nPumps_done,popped,earnings_thisBalloon,bankedPumps,earnings,xSize,ySize,key_resp.keys,key_resp.rt,key_resp.duration,ending.started,feedbackFinal.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.037618600006680936,,0.0034233000042149797,0.037618600006680936,0.037618600006680936,0.037618600006680936,0.037618600006680936,0.037618600006680936,0.037618600006680936,10.227506300012465,4,4,False,0.2,4,0.2,0.16,0.32,"['l', 'l', 'l', 'l', 'a']","[4.342508599991561, 4.566724399992381, 4.814103199998499, 5.118521800002782, 10.190792399997008]","[None, None, None, None, None]",,,,423278,,2024-02-15_19h14.06.848,bart,2023.2.2,60.089364903658044,2024-02-15 19h14.16.262481 +0000,
1,0,1,0,10.244808700008434,,10.228721100007533,10.244808700008434,10.244808700008434,10.244808700008434,10.244808700008434,10.244808700008434,10.244808700008434,21.08545199999935,2,2,False,0.1,6,0.3,0.13,0.26,"['l', 'l', 'a']","[9.203136299998732, 9.675067200005287, 10.835149699996691]","[None, None, None]",,,,423278,,2024-02-15_19h14.06.848,bart,2023.2.2,60.089364903658044,2024-02-15 19h14.16.262481 +0000,
2,0,2,0,21.10158760000195,,21.086301600007573,21.10158760000195,21.10158760000195,21.10158760000195,21.10158760000195,21.10158760000195,21.10158760000195,23.01671840000199,3,3,False,0.15000000000000002,9,0.45,0.14500000000000002,0.29000000000000004,"['l', 'l', 'l', 'a']","[0.7235629999922821, 0.9631582000001799, 1.1556683999951929, 1.907560999999987]","[None, None, None, None]",,,,423278,,2024-02-15_19h14.06.848,bart,2023.2.2,60.089364903658044,2024-02-15 19h14.16.262481 +0000,
3,0,3,0,23.038396300005843,,23.01766040000075,23.038396300005843,23.038396300005843,23.038396300005843,23.038396300005843,23.038396300005843,23.038396300005843,24.366136199998436,1,1,False,0.05,10,0.5,0.115,0.23,"['l', 'a']","[0.9826997000054689, 1.3255913000029977]","[None, None]",,,,423278,,2024-02-15_19h14.06.848,bart,2023.2.2,60.089364903658044,2024-02-15 19h14.16.262481 +0000,
4,0,4,0,24.38361520000035,,24.367331700006616,24.38361520000035,24.38361520000035,24.38361520000035,24.38361520000035,24.38361520000035,24.38361520000035,26.497170200003893,5,5,False,0.25,15,0.75,0.175,0.35,"['l', 'l', 'l', 'l', 'l', 'a']","[0.6257331999950111, 0.8416738999949303, 1.0502783999982057, 1.2648771999956807, 1.5140944000013405, 2.104898500008858]","[None, None, None, None, None, None]",,,,423278,,2024-02-15_19h14.06.848,bart,2023.2.2,60.089364903658044,2024-02-15 19h14.16.262481 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,26.498701800010167,26.512378200000967,26.512378200000967,,,,,,,,
