trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,pump.started,bank.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.01133579999441281,,0.0037788999907206744,0.01133579999441281,0.01133579999441281,0.01133579999441281,,,,,,,,
