thisRow.t,notes,trial.started,polygon.started,pump.started,pump.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0030846000008750707,0.011332500027492642,0.011332500027492642,1.0104236000042874,,,,,,,,
