thisRow.t,notes,trial.started,balloon.started,pump.started,bank.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0031426000059582293,0.009778699983144179,0.009778699983144179,0.009778699983144179,0.002894000004744157,8.226989299990237,-0.6772584389935021,-7.891533115228634,1,0,0,pump,078441,,2024-02-12_19h04.28.102,bart,2023.2.2,59.89867539968855,2024-02-12 19h04.35.465565 +0000,
