trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,pump.started,bank.started,debug.started,choice.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.0660139000392519,,0.003506599983666092,0.0660139000392519,0.0660139000392519,0.0660139000392519,0.0660139000392519,3.296834100037813,,,,,,,,
