trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,pump.started,bank.started,debug.started,choice.stopped,nPumps_wouldPop,nPumps_done,popped,earnings_thisBalloon,xSize,ySize,key_resp.keys,key_resp.rt,key_resp.duration,ending.started,earnings.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.07050560001516715,,0.0038927000132389367,0.07050560001516715,0.07050560001516715,0.07050560001516715,0.07050560001516715,5.892975500028115,1,2,True,0,0.115,0.23,"['l', 'l']","[5.153920400014613, 5.82544849999249]","[None, None]",,,,655046,,2024-02-13_17h59.21.824,bart,2023.2.2,60.088101180254604,2024-02-13 17h59.28.503521 +0000,
1,0,1,0,5.9216926000081,,5.894018099992536,5.9216926000081,5.9216926000081,5.9216926000081,5.9216926000081,10.122834200039506,3,4,True,0,0.14500000000000002,0.29000000000000004,"['l', 'l', 'l', 'l']","[0.40584510000189766, 0.854017700010445, 1.166360299976077, 4.206334899994545]","[None, None, None, None]",,,,655046,,2024-02-13_17h59.21.824,bart,2023.2.2,60.088101180254604,2024-02-13 17h59.28.503521 +0000,
2,0,2,0,10.149017399991862,,10.123618300014641,10.149017399991862,10.149017399991862,10.149017399991862,10.149017399991862,13.836568400030956,5,6,True,0,0.175,0.35,"['l', 'l', 'l', 'l', 'l', 'l']","[2.058789200033061, 2.3147549999994226, 2.514771700021811, 2.70599410001887, 3.123051000002306, 3.6835090000531636]","[None, None, None, None, None, None]",,,,655046,,2024-02-13_17h59.21.824,bart,2023.2.2,60.088101180254604,2024-02-13 17h59.28.503521 +0000,
3,0,3,0,13.86611990001984,,13.837357000040356,13.86611990001984,13.86611990001984,13.86611990001984,13.86611990001984,16.501375599997118,4,1,False,0.05,0.115,0.23,"['a', 'a', 'a', 'l', 'a']","[1.3105863999808207, 1.8935989000019617, 2.1097134000156075, 2.349188700027298, 2.637883800023701]","[None, None, None, None, None]",,,,655046,,2024-02-13_17h59.21.824,bart,2023.2.2,60.088101180254604,2024-02-13 17h59.28.503521 +0000,
4,0,4,0,16.527911100012716,,16.50216510001337,16.527911100012716,16.527911100012716,16.527911100012716,16.527911100012716,17.35042400000384,2,1,False,0.05,0.115,0.23,"['l', 'a']","[0.5113401000271551, 0.81537790002767]","[None, None]",,,,655046,,2024-02-13_17h59.21.824,bart,2023.2.2,60.088101180254604,2024-02-13 17h59.28.503521 +0000,
,,,,,,,,,,,,,,,,,,,,,17.351192800037097,17.363725600007456,17.363725600007456,,,,,,,,
