trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,pump.started,bank.started,debug.started,choice.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.06387439998798072,,0.0037124999798834324,0.06387439998798072,0.06387439998798072,0.06387439998798072,0.06387439998798072,6.802537499985192,,,,,,,,
