thisRow.t,notes,trial.started,balloon.started,pump.started,bank.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0032301000028382987,0.009255200013285503,0.009255200013285503,0.009255200013285503,0.0029950999887660146,8.72930209999322,-0.4711363053867841,-1.9434372597204845,1,0,0,bank,247754,,2024-02-12_19h02.55.675,bart,2023.2.2,59.83316121408097,2024-02-12 19h03.02.464921 +0000,
