trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,pump.started,bank.started,debug.started,choice.stopped,nPumps_wouldPop,nPumps_done,popped,earnings_thisBalloon,bankedPumps,earnings,xSize,ySize,key_resp.keys,key_resp.rt,key_resp.duration,ending.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.016519299999345094,,0.003962600021623075,0.016519299999345094,0.016519299999345094,0.016519299999345094,0.016519299999345094,5.350181500019971,4,1,False,0.05,1,0.0,0.115,0.23,"['a', 'a', 'a', 'a', 'a', 'a', 'a', 'l', 'a']","[2.040473099972587, 2.3512644000002183, 2.527252200001385, 2.73522229999071, 2.975241600011941, 3.4805361999897286, 3.655365599959623, 4.391298400005326, 5.328449599968735]","[None, None, None, None, None, None, None, None, None]",,970167,,2024-02-13_17h53.42.927,bart,2023.2.2,60.06290989537885,2024-02-13 17h53.49.990020 +0000,
1,0,1,0,5.364585699979216,,5.351455099997111,5.364585699979216,5.364585699979216,5.364585699979216,5.364585699979216,8.147224900021683,2,1,False,0.05,2,0.05,0.115,0.23,"['l', 'a']","[1.7486324000055902, 2.779300099995453]","[None, None]",,970167,,2024-02-13_17h53.42.927,bart,2023.2.2,60.06290989537885,2024-02-13 17h53.49.990020 +0000,
2,0,2,0,8.162185400025919,,8.148135200026445,8.162185400025919,8.162185400025919,8.162185400025919,8.162185400025919,9.612509500002488,5,1,False,0.05,3,0.1,0.115,0.23,"['l', 'a']","[1.0028347999905236, 1.4588666000054218]","[None, None]",,970167,,2024-02-13_17h53.42.927,bart,2023.2.2,60.06290989537885,2024-02-13 17h53.49.990020 +0000,
3,0,3,0,9.627454600005876,,9.613323700032197,9.627454600005876,9.627454600005876,9.627454600005876,9.627454600005876,10.561691300012171,3,1,False,0.05,4,0.15,0.115,0.23,"['l', 'a']","[0.5832835999899544, 0.9358017999911681]","[None, None]",,970167,,2024-02-13_17h53.42.927,bart,2023.2.2,60.06290989537885,2024-02-13 17h53.49.990020 +0000,
4,0,4,0,10.576825199997984,,10.562583699997049,10.576825199997984,10.576825199997984,10.576825199997984,10.576825199997984,12.626596999994945,1,2,True,0,4,0.2,0.115,0.23,"['l', 'l']","[0.860333000018727, 2.0441194999730214]","[None, None]",,970167,,2024-02-13_17h53.42.927,bart,2023.2.2,60.06290989537885,2024-02-13 17h53.49.990020 +0000,
,,,,,,,,,,,,,,,,,,,,,,,12.62741499999538,,,,,,,,
