thisRow.t,notes,trial.started,balloon.started,pump.started,bank.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0033708999981172383,0.009928499988745898,0.009928499988745898,0.009928499988745898,0.0030861999839544296,7.870380399981514,22.585096639478962,-8.215439325182048,1,0,0,pump,855392,,2024-02-12_19h05.19.161,bart,2023.2.2,59.838424285944214,2024-02-12 19h05.26.164285 +0000,
