thisRow.t,notes,trial.started,polygon.started,pump.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.003206299996236339,0.008205499994801357,0.008205499994801357,0.0029637999832630157,1.6359992999932729,[1.7962071642871145],[-0.3827982481267621],[1],[0],[0],[1.6321891999978106],['pump'],538955,,2024-02-12_18h54.06.911,bart,2023.2.2,59.880454656277315,2024-02-12 18h54.13.375897 +0000,
