trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choice.started,balloon.started,pump.started,bank.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.010606499999994412,,0.003576299990527332,0.010606499999994412,0.010606499999994412,0.010606499999994412,,,,,,,,
