thisRow.t,notes,trial.started,balloon.started,pump.started,bank.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0033053000224754214,0.011792500008596107,0.011792500008596107,0.011792500008596107,0.00310400000307709,5.428741800016724,[13.662952856216739],[0.5594743626468062],[1],[0],[0],[5.424703099997714],['pump'],086896,,2024-02-12_18h57.35.142,bart,2023.2.2,59.97864760295284,2024-02-12 18h57.42.474140 +0000,
